Service Account No,Date,Meter Number,Unit of Measurement,,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
1164050,10/9/16,259000-079225,KWH_DEL,,4.8,5.2,5.2,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.4,7.6,4.8,5.2,4.4,5.6,4,4.4,4,4.4,5.2,5.6,6.8,5.2,6.4,5.6,6.8,5.2,5.6,6,6,6.8,6.4,7.6,6.8,7.6,6.8,6.8,7.6,6.4,6.4,6,6.8,6.4,6.8,5.2,6,5.6,11.2,19.2,18,17.6,21.6,22,22.4,23.6,22.8,22.8,23.6,22,22,22,23.2,22,10.4,8.4,8.4,6.8,4.8,4.8,4.8,5.6
1164050,10/10/16,259000-079225,KWH_DEL,,4.8,5.2,4.8,4.8,5.6,4.8,4.8,5.2,4.8,4.8,5.6,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.4,4.8,5.2,4.8,4.8,4.8,5.2,4.8,4.4,3.2,2.8,3.2,2.8,2.8,3.2,3.2,3.2,4.4,3.2,3.2,4,5.2,4,3.6,5.2,4.4,6.8,4.8,5.6,5.2,5.2,6.4,4.4,7.2,6,5.2,6.4,5.2,5.2,6.8,6.4,6.8,6.8,4.8,6.4,6,7.6,6,6,6.8,6.4,6,4.8,6,21.6,32.8,35.6,33.6,35.6,38.4,36.8,36.8,36,24.8,22.8,23.2,22.8,10.8,10,9.6,10,10.4,10,8.8,5.6,4.8,4.8,5.2
1164050,10/11/16,259000-079225,KWH_DEL,,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,3.2,2.8,2.8,2.8,2.8,3.6,3.6,3.2,3.6,4,4,3.6,4.8,3.6,4.8,4,5.2,4,5.6,4.8,4.8,6,5.6,5.6,4.8,6.4,4.4,6.4,5.2,6,4.4,6.8,5.2,4,5.2,4.4,5.6,4,4.8,5.6,4.8,6,5.6,4.4,5.2,15.6,20.4,20,20.8,21.6,24,24,24.4,24.4,24,23.6,23.6,23.2,10.8,9.2,9.6,9.2,9.2,9.6,8,4.8,5.2,4.8,4.8
1164050,10/12/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,3.2,2.8,2.8,2.8,2.8,3.2,3.6,2.8,3.2,3.2,3.2,3.2,4.8,4,5.2,4.8,3.2,4,3.6,3.2,4,3.2,3.2,3.6,3.2,3.6,3.2,3.2,3.6,3.6,4,2.8,3.2,3.2,3.6,3.6,3.2,5.2,4,3.6,4.8,4.4,3.6,4.8,4,25.2,32.8,32.8,32.4,34.8,35.6,38.4,37.2,36,24.4,22.4,22.8,22.8,10.4,8,7.6,7.6,8,8,7.6,5.2,4.8,4.8,4.8
1164050,10/13/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,3.2,2.4,3.2,2.8,2.8,4,3.2,3.2,4,3.2,4,3.6,3.2,4,3.6,3.6,3.6,3.6,4.4,3.6,4,3.6,4.8,4.8,4.4,4.8,4.8,4.4,4,4.4,3.6,4,4.8,4.8,5.6,4.4,4.4,5.6,4.8,6,4.4,5.6,5.2,5.2,5.2,28.4,33.2,33.2,32.4,35.2,37.6,37.6,37.2,36.4,36,35.6,36.8,36,25.6,22.8,22.4,10.4,9.6,9.2,8,4.8,5.2,5.2,4.8
1164050,10/14/16,259000-079225,KWH_DEL,,4.8,5.2,5.6,5.6,5.6,5.2,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,5.2,4.8,3.2,2.8,2.4,2.8,3.2,3.2,3.2,3.2,3.2,3.2,3.6,3.2,3.6,3.2,3.2,3.6,3.6,3.2,4.4,3.2,4.4,3.6,5.2,3.2,5.2,4,5.2,4,5.2,4,5.2,3.6,6.8,3.6,5.2,5.2,4.4,6.4,5.2,4.8,5.6,4.4,5.2,5.2,4,30.4,33.6,32,32.8,35.6,37.2,36.8,36,36,35.6,35.6,35.6,35.2,35.2,35.2,35.2,23.2,22.4,22,9.6,4.8,4.8,5.2,4.8
1164050,10/15/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,5.2,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,3.6,2.8,2.4,2.8,2.4,2.8,3.2,3.2,3.6,4,5.6,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,4,5.6,5.2,4,6,4,4.4,5.2,5.2,4.4,3.6,4,3.6,3.2,4.8,4.8,4.8,4,4,3.6,3.2,3.6,3.2,4,4.4,5.2,19.6,19.6,19.2,18.8,21.6,23.2,23.2,22.8,22.8,23.2,22.4,22.8,21.6,10.4,9.2,9.6,9.6,9.2,9.2,8.4,5.2,5.2,5.6,4.8
1164050,10/16/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,3.6,2.8,2.4,2.8,2.8,2.4,2.8,2.4,5.2,4.8,4,4.4,4.4,4,3.6,4,3.6,4.4,5.2,4.4,5.6,4.4,6,4.8,4,4.4,5.2,5.6,3.2,5.2,4.8,4.4,5.6,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.4,4.4,4.8,18,18.8,18.4,18.4,20.8,22.4,22.8,22.8,23.6,23.2,22.4,22.8,22.4,22.8,23.2,22.4,10,7.6,7.2,6.8,5.6,4.8,5.2,4.8
1164050,10/17/16,259000-079225,KWH_DEL,,5.6,5.6,5.6,4.8,4.8,5.2,4.8,4.8,4.8,4.8,5.6,4.8,4.8,4.8,4.8,5.2,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4,2.4,2.8,2.8,2.8,3.2,3.2,3.2,3.2,3.2,2.8,3.2,3.6,3.2,3.2,3.6,3.2,3.2,3.6,3.6,3.2,3.2,3.6,3.6,3.2,4,3.2,3.6,2.8,3.6,3.2,3.6,3.6,3.2,3.6,4,4,2.8,4,3.2,3.6,4.4,3.2,4,8,32,33.6,32.4,33.2,34.8,36,36,36.8,35.6,24.4,23.2,23.2,23.2,11.2,10.4,10,9.6,9.2,9.2,8.4,4.8,4.8,4.8,4.8
1164050,10/18/16,259000-079225,KWH_DEL,,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.4,4,2.4,2.8,2.8,3.2,3.2,3.6,3.2,3.6,3.2,3.6,3.2,3.2,3.6,3.6,3.6,3.6,3.2,4,4,4.8,3.6,4.8,4,4,4.8,4,4.8,4.8,4,5.6,4,4.8,4.8,4,5.2,4.8,5.6,5.2,5.6,5.6,4.8,6,5.6,8.8,21.2,21.2,21.2,20.8,23.6,24.8,24.8,25.6,24.4,23.6,23.2,23.6,23.2,11.6,9.6,9.6,8.4,7.6,7.6,7.2,4.8,5.2,4.8,4.8
1164050,10/19/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4,2.4,2.8,2.8,2.8,3.2,3.2,3.2,3.2,3.6,3.2,4,3.2,4,3.6,4,4,4.4,4,4.4,3.6,5.2,3.2,5.2,4,4.8,3.6,4.8,4.4,3.6,6,3.6,5.6,4,5.2,4.8,4.8,6,5.2,6,4.8,6.4,4.8,5.6,12.4,34,32,33.2,33.2,35.2,35.2,35.6,34.4,34.4,23.2,20.8,20.4,20.4,9.2,8.4,8,7.6,7.6,7.6,6.8,4.8,4.8,4.8,4.8
1164050,10/20/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4,3.6,4.4,2.8,2.8,4.4,4,5.2,5.6,6.4,6,6.4,5.2,6,6.4,4.8,6,6,6.8,4.8,5.2,5.6,4.8,7.6,6.4,7.2,5.6,6.8,6,6.8,7.2,7.2,7.2,7.2,6.8,6.4,7.2,6.8,6,6.8,7.6,6,7.2,6.8,18,34.4,35.2,33.6,34,37.6,38.8,38,38.4,37.6,36.4,36.8,37.2,36,25.6,24,12.4,10.8,10,9.6,8.8,5.2,5.6,5.2,4.8
1164050,10/21/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.4,4.8,4,2.8,2.4,2.8,2.8,5.2,3.6,3.6,2.8,4,3.6,3.6,5.2,3.2,3.6,4.8,3.6,4.8,5.2,6,4.8,5.6,6.8,5.6,6.4,6.8,8,6.4,6.4,6.8,8,6.8,8,6,7.2,8,7.2,6.8,6.4,8,5.6,6.4,6.8,6,6.8,9.2,8.8,10.4,7.6,12.4,12.8,11.6,12.4,11.2,10.8,10,10,9.6,10,10,9.6,9.2,9.2,9.2,8,4.8,5.2,4.8,4.8
1164050,10/22/16,259000-079225,KWH_DEL,,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,2.8,2.8,2.4,2.8,3.2,3.2,2.8,3.2,3.2,3.2,3.2,3.6,3.6,3.2,4,3.2,4,3.6,4,4.8,4.4,5.2,4.4,5.6,5.2,4.8,3.6,6,2.8,2.8,2.8,2.8,2.4,2.8,2.4,2.8,2.8,2.4,2.8,2.4,2.8,2.4,2.8,10.8,17.6,18,18,18,20.4,22.4,22.4,22.4,22.8,22.4,22.8,22.4,22,22.4,23.6,12,10.4,10.4,8.8,9.2,4.8,4.8,5.2,5.2
1164050,10/23/16,259000-079225,KWH_DEL,,5.6,4.8,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8,5.2,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,5.2,4.8,4.8,4.4,2.8,2.4,2.8,2.8,2.8,2.4,3.6,6,4.8,4,4,3.6,4,3.6,4,4.4,4.8,4.4,4.8,3.6,5.6,4.4,4,4.4,2.8,3.2,4,5.2,3.2,3.6,4,4,3.2,4.4,3.6,4.4,4,4,3.6,3.6,3.2,3.2,3.6,12,18.8,18.4,18,18.8,19.2,21.6,20.4,21.2,21.2,20.8,20.8,21.2,20.4,20.4,20.8,20.4,8.8,8,7.2,7.6,4.8,5.2,4.8,4.8
1164050,10/24/16,259000-079225,KWH_DEL,,4.8,5.2,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,5.2,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.4,2.4,2.8,2.8,2.8,3.2,3.6,3.2,3.6,3.2,4,3.6,3.2,3.2,3.6,3.2,3.2,4,4,3.2,3.6,3.6,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,2.8,3.2,3.2,2.8,3.2,2.8,2.8,3.2,2.8,2.8,3.2,2.8,2.8,2.8,4.4,5.2,5.6,5.6,6,6,8.4,8,8.4,8,8.4,8.8,8.4,8.4,8.4,8,7.6,7.6,7.2,7.6,7.2,4.8,4.8,4.8,4.8
1164050,10/25/16,259000-079225,KWH_DEL,,4.8,5.2,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.4,2.8,3.2,3.2,3.2,4,3.2,4,4,3.2,4,3.2,3.2,3.2,3.6,3.6,3.2,4,3.6,4,5.2,4,3.6,4.4,4,4.4,3.6,4.8,4.4,4.4,5.2,3.6,5.6,3.6,5.2,4.8,4.8,4.8,4,4.8,4.4,5.2,4.4,4.8,16,20,20.4,20,19.6,21.2,23.6,24.4,24.4,24.4,22.8,22.8,22.4,22.4,10.4,9.6,9.2,9.6,9.2,9.2,10,5.2,4.8,4.8,4.8
1164050,10/26/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.4,2.8,2.8,2.8,2.8,3.2,2.8,3.2,3.2,2.8,3.2,3.2,2.8,4.4,2.8,4,3.6,4,4.4,4,4.4,4.8,4.4,4.4,4.4,5.2,4.4,5.2,5.6,3.6,5.6,4,5.2,3.6,5.2,4.4,4.8,5.6,4.8,5.6,3.6,5.6,4.8,3.6,28,32.8,32.8,34,33.2,34,38,36.8,32.8,23.2,23.2,23.2,23.2,23.2,10.8,9.6,9.2,9.2,9.2,9.2,9.2,5.2,4.8,5.2,4.4
1164050,10/27/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,2.8,2.8,2.8,2.8,3.2,3.2,3.2,3.6,3.2,3.6,4.8,3.6,4,3.2,4,3.2,3.2,3.2,3.2,3.2,4,4.8,5.2,4.4,5.6,4,5.2,4.8,5.2,4.8,5.6,5.2,4.4,5.6,3.6,6,5.2,6.4,4,5.6,5.2,5.2,4.4,30.4,36,38,37.2,36.8,37.6,36.8,36.8,36.8,36.8,36.4,35.6,35.2,35.6,24.4,23.2,23.2,7.6,4.8,5.2,4.8,4.8,4.8,4.8,4.8
1164050,10/28/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,5.2,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4,3.2,2.8,2.4,3.2,4.4,3.2,3.2,3.2,2.8,3.2,3.2,4.4,3.2,2.8,3.2,2.8,4,4,4,3.2,4,3.6,5.2,3.6,4,3.6,4.8,3.2,4.4,3.2,4.8,4,3.6,4.8,4,3.6,5.2,3.6,4.8,4.8,3.6,4.4,4.8,30.4,34,36,39.2,38.8,38.4,38,38.4,36.8,36.8,37.2,37.2,37.2,36.8,36.4,36,35.6,9.6,4.8,4.8,4.8,4.8,4.8,4.8,4.8
1164050,10/29/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,5.2,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,3.2,2.8,2.4,2.8,3.2,3.2,2.8,4,2.8,3.2,3.6,4,3.6,4.8,3.6,3.6,4,5.6,4,4.8,5.6,4.4,5.2,5.6,5.2,4,6.4,6.8,4,3.6,3.2,2.8,5.2,5.6,5.2,5.6,3.6,6.4,4.8,5.2,5.6,5.2,5.2,19.6,22.8,25.2,25.6,25.2,25.6,25.6,25.2,26,24.4,24.4,24.4,23.2,24,22.4,22,10.4,7.2,4.8,5.6,4.8,5.6,5.2,4.8,5.2
1164050,10/30/16,259000-079225,KWH_DEL,,4.8,5.6,4.8,5.2,4.8,4.8,5.6,5.2,6,5.2,5.2,4.8,4.8,5.2,4.8,5.2,4.8,5.2,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.4,3.2,3.6,2.4,3.2,2.4,2.8,2.4,2.8,4.4,4,3.6,3.6,3.2,4.4,4,4,4.4,4.4,5.6,4,4,4,4,3.2,2.8,2.4,3.2,3.2,2.4,2.8,3.2,3.6,3.2,4.4,4,3.6,3.6,2.8,3.6,3.2,3.2,3.6,4.4,18,19.6,22.4,22.4,22,22.4,22.4,22,22.4,24.4,24,24,23.2,22,21.6,22,18.8,7.6,4.8,4.8,5.2,4.8,4.8,4.8,4.8
1164050,10/31/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,5.2,4.8,4.8,4.8,4.4,4.8,4.8,4,3.2,2.8,3.2,2.8,4,3.2,2.8,3.2,3.2,3.6,4,3.2,3.2,3.6,3.2,4,3.6,3.6,3.2,3.6,3.6,3.2,4.4,3.2,3.2,3.6,3.6,3.2,2.8,4,4,3.2,3.6,3.2,4.4,3.6,3.2,3.6,3.6,4,3.2,3.2,8,30.8,31.2,32.4,36.8,36.8,37.2,25.2,34.4,36.8,36.8,36.8,25.6,24.4,24,12.8,9.2,8.8,8.8,8.8,8.4,8.8,8,5.2,4.8,4.8
1164050,11/1/16,259000-079225,KWH_DEL,,5.2,5.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,5.2,3.6,4,4,3.6,4,4.4,4.8,4,4,3.6,3.2,3.2,3.2,3.2,3.2,3.2,3.6,3.2,3.2,3.6,3.6,4.4,3.2,4.4,3.2,4,4,3.6,4,3.2,3.2,3.6,3.2,3.6,3.2,3.2,4,3.2,4,3.6,3.6,6.8,18.8,19.6,19.6,19.2,30.8,32,32,31.2,32,31.2,31.2,30.8,30.8,30.8,7.2,5.2,4.8,5.2,4.8,4.8,5.2,5.2,4.8,4.8,4.8
1164050,11/2/16,259000-079225,KWH_DEL,,5.2,8.8,8.4,8.8,8.4,8.8,8.4,8.8,8.4,8.8,8.4,8.8,8.4,8.8,8.8,8.4,8.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,5.6,5.2,4.4,4.4,5.2,4.4,4.8,4.4,4.4,4,3.2,3.2,3.2,3.2,3.2,4,3.6,4,2.8,3.6,3.6,3.6,3.6,4,2.8,4,2.8,4.4,3.2,3.6,3.2,4,3.6,3.6,4.4,3.2,4.4,3.2,4.4,3.2,4,4.4,3.6,12.4,31.6,32.8,32,32.8,32,32,32,32.8,31.6,31.2,19.6,18.4,18,18,7.2,5.6,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8
1164050,11/3/16,259000-079225,KWH_DEL,,4.8,8.4,8.8,8.4,8.8,8.4,8.8,8.4,8.8,8.4,8.4,8.8,8.4,8.4,8.8,8.8,8.4,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,3.6,2.4,3.2,2.8,3.2,3.6,3.2,3.6,4,4,3.6,4.4,3.6,4.8,3.2,4.8,3.6,5.2,4,5.6,4,5.6,5.2,4.8,6,5.6,6,6,5.2,6,6,6.4,5.6,6,5.6,4,6.4,5.2,4.8,5.2,6,4.8,15.2,32.8,34,33.2,32.4,33.6,33.2,32.8,32.8,32.4,33.2,31.2,31.6,30.8,30.8,19.6,18,18,6,5.2,4.8,5.6,5.2,4.8,5.2,4.8
1164050,11/4/16,259000-079225,KWH_DEL,,4.8,8.4,8.8,8.4,8.4,8.8,8.8,8.8,8.4,8.8,8.4,8.8,8.4,8.8,8.4,8.8,8.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.4,4,2.4,2.4,2.8,2.8,2.8,2.8,3.2,3.2,2.8,3.2,2.8,3.2,2.8,2.8,2.8,3.2,3.6,3.2,3.6,3.2,3.6,4.4,4,2.8,5.2,3.2,4,4,4.8,3.6,5.6,4.4,5.6,6,6,4.4,4.8,5.6,4.4,4.4,5.6,16.4,32,32.4,33.2,33.6,32.8,33.6,33.2,31.2,32,31.6,31.6,31.2,31.2,31.6,31.2,30.8,31.2,7.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8
1164050,11/5/16,259000-079225,KWH_DEL,,4.8,8.4,8.4,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.4,8.8,8.8,8.8,8.8,8.8,8.4,5.6,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4,4,2.8,2.4,2.8,3.2,3.2,2.8,3.2,3.2,3.2,2.8,3.2,3.2,3.2,3.2,3.2,3.2,3.6,3.2,4.4,3.6,4.4,4,4.8,4.4,3.6,3.2,4.4,2.8,2.8,2.4,2.8,2.4,2.8,2.4,2.8,2.4,2.8,2.4,2.4,2.8,2.4,9.6,17.6,17.6,18,18,18,17.6,18,18,18,18.4,18.4,18,18,18,17.6,18.4,6.4,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8
1164050,11/6/16,259000-079225,KWH_DEL,,4.8,8.4,8.8,8.8,8.8,8.4,8.8,8.8,17.2,17.6,17.6,17.6,8.4,5.6,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.4,4.4,4,2.4,2.8,2.4,2.8,2.4,2.8,2.8,2.4,2.8,2.8,2.8,3.2,3.6,3.6,3.6,3.2,3.6,3.6,4,4,3.6,3.6,4,5.2,5.2,4.8,2.8,3.6,3.6,3.2,2.8,3.6,4.8,3.2,4.4,4,4.8,3.2,4.4,4.4,3.2,12.4,18.8,18,19.2,18.4,18,18,18,18,18.4,18.4,18,18.4,17.6,18,18,18,18,17.6,18,17.6,18,7.2,5.2,4.8,4.4,4.8,8.4,8.8,8.8
1164050,11/7/16,259000-079225,KWH_DEL,,8.8,8.4,8.8,8.8,8.8,8.4,8.8,8.8,8.4,8.8,8.8,8.8,8.4,5.6,4.8,4.8,4.8,4.4,5.2,4.8,4.4,4.8,4.8,4,4,2.8,2.4,2.4,2.8,2.4,2.8,2.8,3.2,3.2,3.2,2.8,3.2,3.2,3.2,3.2,3.6,3.2,3.6,3.2,4.8,4,4,3.6,4.8,3.6,6,4.8,6,4,5.6,4,3.2,4,4,4.4,4,4,4,4.4,4,4.8,22.4,32.8,37.2,38.4,38,38,38.8,38.8,38.4,39.6,39.2,38,38.4,37.2,37.2,24.8,24,24,23.2,12,10.4,9.2,5.6,5.2,5.2,5.2,5.2,5.6,5.6,5.2
1164050,11/8/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,2.8,3.2,3.2,2.4,2.8,2.8,2.8,3.2,3.6,3.2,3.6,3.2,3.6,3.6,3.6,4.4,4.4,4,3.6,5.6,4,4.4,4.4,4.4,6.8,5.2,5.2,6,5.2,6,6.4,4.8,6.4,6,5.6,6,6,5.2,6,4.4,5.2,13.6,20.8,22,24.4,24.8,24,26,26,25.6,37.2,38,39.2,37.6,38.4,37.2,36.4,36.8,35.2,35.2,11.6,10,9.2,4.8,5.2,4.8,4.8,4.8,5.2,4.8,4.8
1164050,11/9/16,259000-079225,KWH_DEL,,4.4,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,3.2,3.2,2.8,3.2,2.8,2.4,2.8,3.2,3.2,3.2,3.6,4,3.2,4.8,4,4,4.4,5.2,4,5.2,4.4,5.6,4,4.8,5.6,5.2,5.2,5.6,4.8,6.4,5.6,6,5.6,4.4,4.8,4.8,5.2,4.8,5.2,5.2,4.8,24.4,32,35.2,35.6,34.8,36,36.4,36,36.8,37.2,36.8,36.8,35.6,36,36.4,25.2,23.6,23.6,23.2,12,10.8,10.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
1164050,11/10/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,5.2,4.8,4.8,4.8,5.2,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,3.2,3.2,3.2,3.2,2.4,2.8,2.8,3.2,3.2,3.2,3.2,4,3.2,4.4,3.2,3.6,4.4,4.4,4,4.8,4,5.6,4.4,5.2,5.6,5.2,6.4,4.4,6.4,6,4.8,5.2,5.2,5.6,4.4,5.6,5.6,4.8,5.2,5.2,6,26,32,36,38,39.2,38,37.2,37.2,38,39.2,38.4,38.4,37.2,37.6,37.6,36,36.4,36.8,36,24,23.6,22.8,6.8,5.6,4.8,4.8,4.8,4.8,4.8,4.8
1164050,11/11/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,3.2,3.2,3.2,2.8,2.8,2.8,2.8,2.8,2.8,3.2,3.2,2.8,4.8,4,3.6,3.6,4,4.8,4.4,4,5.6,4.4,6,4.8,5.6,6,4.4,7.2,4.8,6,5.6,5.6,5.6,5.2,6,5.2,5.6,5.2,4.8,5.2,4.4,28,32,35.6,37.6,39.2,37.2,39.2,38.4,37.2,38.8,38,37.6,38,36.4,36.4,36,36.4,36.4,36,35.6,35.6,35.6,7.6,4.8,4.8,4.8,5.2,4.8,4.8,4.8
1164050,11/12/16,259000-079225,KWH_DEL,,5.2,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,5.2,4.8,4.8,3.6,2.8,3.2,3.2,2.4,2.8,2.4,3.2,3.2,3.2,3.2,3.2,2.8,3.2,3.6,3.2,3.2,3.6,3.2,3.6,3.6,3.2,3.6,4,3.6,4.4,4.8,3.6,4.4,3.6,4,3.2,2.4,2.8,2.8,2.4,2.8,2.4,2.8,2.4,2.8,14.4,17.6,20.8,23.2,23.2,35.6,36.4,36.8,36.4,36.8,30.4,11.2,10.8,10.8,10.8,9.6,10.4,10.8,10.4,10.4,10.4,10,4.8,4.8,5.2,4.8,4.8,4.8,5.2,4.8
