Service Account No,Date,Meter Number,Unit of Measurement,,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
1164050,2/25/17,259000-079225,KWH_DEL,,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,5.2,6,6.4,6,6.4,6.4,6,6.4,7.6,9.6,9.2,8,7.2,7.2,6.4,5.6,7.2,6.8,6.4,7.2,8.4,7.2,6.4,5.2,4.4,4,4,4,2.8,4.4,3.6,3.2,2.8,4,3.2,3.2,3.2,3.6,4.8,4,3.2,3.2,3.2,2.8,3.2,3.6,3.6,3.6,3.6,3.6,4.4,4,4.4,4.8,9.2,11.6,10.8,11.2,11.2,11.2,11.2,11.6,11.6,11.2,11.6,11.6,11.2,11.6,10,9.2,10.8,11.2,11.2,10.8,6.8,5.2,4.8,4.8,4.8,5.2
1164050,2/26/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,6,6.4,6.4,6.4,6.4,6.4,6.4,7.6,7.2,6.8,6.4,6.4,6.4,6.8,5.2,6.4,5.2,5.2,6,4.8,4,5.2,4.4,4,3.6,4,4,3.6,3.6,3.2,2.8,4,2.8,2.4,4,3.2,3.2,4.4,3.6,3.6,4,3.6,3.2,4.4,3.2,3.6,3.6,3.2,4,3.2,5.2,4.4,6,30.4,34,34,34,34,34,34,34,33.6,33.6,34.4,34.4,32.4,22.8,22,22,22,11.2,10,8.8,6.4,4.4,4.8,4.8,4.8
1164050,2/27/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,6.4,6.4,6,6.4,6,6.4,6.4,7.2,9.2,8.4,8.4,6.4,6.4,5.6,6,5.6,7.2,5.2,6,5.6,5.2,6,5.6,5.2,5.6,6,4.4,5.6,4.4,4.8,4.4,5.2,4.4,4.4,5.6,4,5.2,4,4.4,4.4,5.2,4,4.4,4.8,4,5.6,4,4.4,4.8,4.8,4.8,5.2,6.8,6,6.8,7.6,9.6,10.4,11.6,12,11.2,11.2,10.4,9.2,10.4,9.2,9.2,8.8,8.8,8.4,8.8,8.8,8.8,8.8,8.8,9.2,5.6,5.2,5.6
1164050,2/28/17,259000-079225,KWH_DEL,,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,5.6,6.4,6,6.4,6,6.4,7.6,8.8,8.4,8,5.2,6,5.6,6,5.2,6.4,8.4,8,7.6,5.6,4,4.4,4.4,3.2,4,3.2,3.2,3.2,3.2,3.2,3.2,3.6,3.6,2.8,3.6,4,3.2,3.2,2.8,3.2,3.6,3.2,3.2,3.2,3.6,3.2,2.8,3.6,3.6,3.6,4,5.6,26.4,29.2,29.6,35.6,34.4,34.8,34.8,34.4,33.6,33.6,33.2,33.2,32.8,32,11.6,9.6,9.2,9.6,9.6,9.2,9.6,8.8,7.2,4.8,4.4
1164050,3/1/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,5.2,6,6.4,6,6.4,6.4,6,6.4,8.4,8.8,8,8,6.4,5.6,5.6,6.4,4.4,6,3.6,4.4,4,4.8,3.2,3.2,4.8,3.2,3.2,2.8,3.2,4,3.2,3.2,3.6,2.8,3.2,2.8,3.2,2.8,3.6,3.2,3.2,2.8,3.2,2.8,3.6,3.2,3.2,4,3.2,2.8,3.6,3.6,3.6,3.6,5.6,16.4,17.6,17.2,27.2,34.8,34.8,34.8,34.8,34,34,33.6,34,34.8,33.6,12.4,10.4,10.8,10,8.8,8.8,8.8,8.4,8.8,4.8,4.8
1164050,3/2/17,259000-079225,KWH_DEL,,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.8,5.2,5.6,4.8,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.4,3.2,3.6,8.4,4.8,3.6,3.2,3.2,4.8,3.6,3.2,3.2,3.2,3.2,3.2,3.6,2.8,3.2,3.2,3.2,3.2,3.2,4.4,3.2,3.2,3.2,3.2,4.8,3.2,4,4,3.6,4.4,3.6,3.6,4.4,3.6,3.2,3.2,3.6,2.8,3.6,4.4,4,4,4,15.6,17.2,16.8,16.8,16.8,20.4,21.6,32.4,33.2,33.2,32.8,32.8,32.8,32,32,22.8,22,21.2,11.6,10.4,10,10.4,8.4,8.8,8,4.8
1164050,3/3/17,259000-079225,KWH_DEL,,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.4,3.2,6.4,7.6,6.4,4,5.2,4,4,4,4,4,3.2,2.8,3.2,2.8,3.2,2.8,3.2,2.8,2.8,3.2,2.8,3.6,3.2,3.2,3.2,3.2,3.6,3.2,3.6,3.2,4,3.2,4.8,4.4,3.2,4.4,2.8,5.6,3.6,3.6,3.2,4.4,3.6,5.2,26.4,29.6,28.4,29.2,28.4,30.4,33.6,34,33.6,32.8,32.4,32.4,32.8,32.8,32.8,32.8,32.8,32.8,10.8,8,8.8,8.8,8.8,8.8,8.8,7.2
1164050,3/4/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,5.2,4.8,4.4,4.8,4.8,5.2,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.4,5.6,8.8,6,4.8,4.4,5.2,4.8,4,4.4,5.2,3.2,4,3.2,2.8,3.2,2.8,3.2,2.8,2.8,3.2,2.8,3.2,2.8,3.2,2.8,3.2,3.2,2.8,3.2,2.8,3.2,2.8,2.8,2.4,2.8,2.4,2.4,2.8,2.4,2.8,2.8,3.2,3.2,3.2,15.6,16.4,16.8,16.4,16.4,16.8,17.2,21.2,21.6,22,22.4,22,22,21.6,22,22,22,9.6,8.8,10.4,10.8,10.4,10.4,8.4,8.8,8.8
1164050,3/5/17,259000-079225,KWH_DEL,,8.4,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,5.2,6,4.8,6,6,6.8,4,4.8,4,4,4.4,4,4.4,4.8,3.6,4.8,4.4,3.6,3.6,3.6,3.6,3.2,3.6,3.2,2.8,3.6,3.2,3.2,2.8,2.8,2.4,3.2,3.2,4,3.2,2.8,4.8,3.6,3.2,3.6,3.2,4.4,3.6,3.6,4,4.4,5.2,5.6,5.6,5.2,5.2,5.2,5.2,5.2,5.2,6.4,8,8,8.4,8,8,8,8,8,8,8,7.6,8,8,8,7.6,8,8
1164050,3/6/17,259000-079225,KWH_DEL,,7.6,8,6.4,5.2,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,5.6,6.4,6,6,6.4,6,6,6.4,8,7.2,6.8,6.4,6.8,4.8,6.8,6.4,7.2,7.6,6,6,5.2,5.6,5.6,5.2,4.4,4.4,4,4,3.6,3.2,3.6,3.6,3.6,3.2,2.8,3.2,3.2,3.2,3.2,2.8,2.8,2.8,3.6,3.2,2.8,3.2,2.8,3.2,2.8,2.8,3.6,3.2,3.6,14.4,16.4,27.2,28.4,28.8,28.4,30,30,30.4,30.8,22.4,21.6,21.6,21.6,23.2,21.6,11.6,10.4,10,10,10,10,10.4,10.8,8.8,8.4,8.4
1164050,3/7/17,259000-079225,KWH_DEL,,8.4,8.4,7.2,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.4,5.2,6,6.4,6,6,6.4,6.4,8,8.4,7.2,7.6,6.8,8,8,6.8,6.8,4.8,6.4,5.2,5.2,4,3.6,3.2,4,3.6,2.8,3.2,3.6,3.6,3.2,3.2,2.8,3.6,3.2,3.6,4,3.6,4,4,3.6,4.8,3.2,4,3.6,3.6,3.2,3.6,3.6,3.6,3.2,4,4.4,4.8,26,28.8,28.8,33.6,33.6,33.6,33.6,34,33.6,33.2,32.8,33.2,33.6,30.4,6.8,4.8,4.8,4.4,4.8,5.6,5.2,4.4,4.8,4.8,4.8
1164050,3/8/17,259000-079225,KWH_DEL,,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,3.6,3.6,6.4,7.2,6.8,4.4,4.4,4.4,5.2,4,4.4,3.2,4.4,2.8,3.2,3.2,4,2.8,3.2,3.2,3.6,3.6,2.8,3.6,4.4,3.6,4,4,4.4,4,4,5.2,3.6,5.2,4,4.4,4.4,4,4.4,4.4,3.6,4.8,5.2,4.4,4.8,5.2,12,17.6,18,22,29.6,33.6,32.8,34,32.8,22.8,20.8,21.2,21.2,20.8,20.8,18,5.6,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8
1164050,3/9/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,5.2,5.6,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4,3.2,2.8,3.2,5.2,3.6,3.2,2.8,3.2,3.6,3.2,3.6,3.2,3.6,3.6,3.2,2.8,3.2,4,3.6,3.6,12.4,28,30.4,26.8,7.6,3.6,5.6,4,5.2,4.8,4.4,5.2,4.4,5.2,4.8,5.2,5.6,5.6,5.6,3.2,6,4,6.4,5.6,5.6,15.2,20.8,20.8,20.8,19.6,23.6,24,36.8,37.6,38,36.8,37.2,36.8,36.4,36,24,18,18,6.4,4.4,4.8,4.8,4.8,4.8,4.8,4.8
1164050,3/10/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.6,5.2,4.8,4.8,4.4,4.8,4.8,4.8,4.8,3.6,3.2,3.2,2.8,4,2.8,2.8,2.8,2.8,3.2,3.2,3.2,3.2,3.2,2.8,3.2,3.2,2.8,3.2,2.8,3.2,2.8,3.2,4.4,3.6,4.8,3.2,4,3.6,3.6,3.2,4,3.2,3.6,5.6,5.2,4.8,4,5.2,4.8,4,3.2,4,5.2,3.6,4.8,12,26.4,33.2,33.6,34.4,37.2,38,38.8,36.8,35.6,35.6,36,36.4,36.4,36.4,36.4,36.4,34.8,9.6,6.8,7.2,6.8,5.6,4.8,4.8,4.8
1164050,3/11/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,5.2,5.2,5.2,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.4,5.2,4.8,4.8,4.8,4.8,3.6,2.8,3.2,3.2,4,3.6,2.8,3.2,2.8,3.2,3.6,3.2,3.2,3.2,2.8,3.2,3.2,3.2,3.2,3.6,3.2,3.2,3.6,3.2,4,3.6,4,3.6,5.2,2.8,3.6,3.6,2.4,2.8,2.4,2.8,2.4,2.8,2.4,2.8,2.4,2.8,2.8,3.2,3.6,3.2,10.4,18.8,18.4,18.8,18.4,18.8,20,22.8,24.4,24.4,24,24.4,24.4,24.4,23.2,22.4,22.4,10,9.2,9.6,9.2,8.8,8.8,8.4,4.8,4.8
1164050,3/12/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,,,,,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,5.2,3.2,3.2,4,3.6,2.4,2.8,3.2,3.2,3.6,3.2,3.6,3.6,3.2,3.6,3.2,3.6,3.6,3.2,3.6,3.2,4.4,3.6,4.4,3.2,3.6,3.2,3.6,3.2,3.2,3.6,3.2,4.4,2.8,4.4,2.8,5.2,3.2,4.4,3.6,3.6,4.4,3.6,4.8,4,3.2,4,9.2,18.8,18.4,18,18.4,18.8,18.8,20.4,23.2,23.2,23.6,23.2,23.2,23.6,10.8,9.6,9.6,9.6,9.6,9.6,8.4,8.8
1164050,3/13/17,259000-079225,KWH_DEL,,8,8.4,8.4,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.4,4.8,4.8,2.8,3.2,3.6,3.6,3.2,2.8,3.2,3.2,2.8,3.2,3.2,3.2,3.2,2.8,3.2,3.6,3.2,3.6,3.2,4.4,3.2,4.4,2.8,5.6,2.8,5.6,2.8,6,2.8,6,3.6,6.4,4,6.8,4.8,5.2,6,4.4,6.4,6,4.8,7.6,5.2,4.4,6.8,6.4,30.8,36.4,38.4,39.2,38,37.6,36.8,36.8,37.2,37.2,24.8,12,10.8,10.8,8.4,5.2,5.6,5.6,4.8,4.8,4.8,4.8
1164050,3/14/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,5.2,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.4,2.4,2.4,2.8,2.8,3.2,3.6,2.8,3.2,3.2,3.6,3.2,3.2,4.4,4,3.6,4.4,4,4,4.4,4,5.2,5.6,4.8,5.2,4.8,6,2.8,4.4,4,6,4.8,5.2,6,3.6,6.4,4,4.8,6,4.8,5.6,4.8,5.6,5.2,27.6,32,30.8,32.8,34.8,36.4,34.8,36,36,36,34.8,34.8,35.6,35.2,11.6,8.4,8.4,7.2,5.2,4.8,4.4,4.8,4.8,4.8,4.8
1164050,3/15/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.4,4.8,4.4,4.4,3.2,3.6,2.8,2.8,2.8,3.2,3.2,3.6,3.2,3.6,3.2,3.6,3.2,4,3.2,4,2.8,4.4,2.8,4,3.6,4.4,3.6,5.2,3.6,6,3.6,4.8,4.8,3.6,5.6,4.4,4.8,5.2,4.8,5.2,4.8,4.4,5.2,5.2,4.4,5.2,5.2,4,4,5.6,4.8,9.6,23.2,23.2,23.6,23.6,23.2,22.8,22.8,22.4,22.4,11.6,9.6,10,7.6,4.8,4.8,4.4,4.8,4.8,4.4,4.8
1164050,3/16/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,5.6,4.8,4.8,4.8,4.4,4.8,4.4,4.8,4.8,4.4,4.4,3.2,3.2,2.4,2.8,3.6,3.2,3.6,2.8,3.6,3.2,3.2,3.2,3.2,3.6,4,3.6,3.6,4,3.2,4,3.2,4.8,4,5.2,4,6,3.6,5.6,4.4,5.6,4.8,6,4,5.6,6,3.6,4.8,3.2,6.8,3.6,5.6,5.2,5.2,5.2,6.4,6,6.8,23.6,24,36,37.2,38,37.2,37.2,37.6,37.2,37.2,25.2,24,24,9.6,4.8,4.4,4.8,4.8,4.8,4.8,5.2
1164050,3/17/17,259000-079225,KWH_DEL,,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.4,2.8,3.2,2.8,2.8,3.2,2.8,3.2,2.8,3.2,3.2,2.8,3.2,3.2,2.8,3.2,2.8,2.8,3.2,3.2,3.2,4.4,3.2,4.4,4.8,3.6,4,3.6,4.8,3.2,5.2,4.4,4.8,3.6,6.4,3.6,6,3.6,5.6,3.6,6.4,3.6,5.6,5.2,5.6,3.6,6.8,7.2,23.2,24,25.2,23.6,24.4,22.8,22.8,23.2,22.4,21.2,21.6,22.4,22.4,9.2,4.4,4.8,4.8,4.8,4.8,4.8,4.8
1164050,3/18/17,259000-079225,KWH_DEL,,5.2,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4,3.2,3.2,2.8,2.4,3.2,3.2,2.8,3.2,3.6,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,2.8,3.2,3.2,3.6,3.2,3.6,3.2,4.8,4.8,6.8,5.2,3.6,6.8,5.6,6.8,4,5.6,3.6,5.2,4.4,5.2,6,6.4,7.2,4.8,5.6,5.6,23.2,26,26,25.6,24.8,24.8,24.8,24.8,24.4,24.4,24,24.8,12.8,9.6,4.8,5.2,4.8,4.8,5.2,4.8,4.8
1164050,3/19/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,5.2,4.4,5.2,4.8,5.6,5.2,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,5.2,4.8,4.4,4.8,4,3.2,3.2,2.8,2.4,2.8,2.4,2.8,3.2,3.2,4,3.6,3.2,3.2,3.2,3.6,3.2,3.6,3.2,3.2,3.2,3.6,3.2,4,3.2,3.6,2.8,3.2,3.2,3.2,3.2,2.8,4,3.2,3.2,4,3.2,4,2.8,4,2.8,3.6,3.6,3.2,3.6,2.8,3.2,3.6,21.2,22.8,23.2,23.2,23.2,23.2,23.2,23.2,22.8,21.2,21.2,21.6,21.6,8.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8
1164050,3/20/17,259000-079225,KWH_DEL,,4.8,5.2,4.4,5.2,5.2,5.2,5.6,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,5.2,4.8,5.2,4.8,5.2,4.8,4.8,5.2,4.8,4,3.6,3.2,3.2,2.8,4,3.2,3.6,3.2,3.6,3.2,2.8,3.6,3.2,3.2,3.6,3.2,2.8,3.2,3.6,2.8,3.2,2.8,2.8,3.2,3.2,2.8,2.8,2.8,3.2,3.2,3.6,3.6,3.2,4,2.8,4,3.6,3.6,2.8,4,3.2,3.6,2.8,3.2,3.2,3.6,3.6,32.8,37.2,37.2,37.6,36.8,37.2,37.2,37.2,37.6,36,12.8,9.6,10,8,4.4,4.8,4.8,4.8,4.8,4.8,4.8
1164050,3/21/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.4,4.8,4.8,4.8,4.4,4.8,3.2,5.2,3.2,4.8,3.6,3.2,4,3.2,4,4,4.4,4,2.8,2.8,3.2,2.8,2.8,2.8,3.2,2.8,2.8,3.2,2.8,2.8,3.2,2.8,3.2,2.8,3.2,3.2,2.8,3.2,2.8,3.2,2.8,3.2,3.2,3.2,2.8,3.6,2.8,3.2,3.2,3.2,3.2,3.2,3.2,3.6,7.6,8.8,8.8,8.4,9.2,8.4,8.4,8.4,8.4,8,8,8.4,8,6.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8
1164050,3/22/17,259000-079225,KWH_DEL,,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,5.2,5.6,5.2,5.2,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,5.2,3.2,4,4.4,3.2,3.6,3.6,3.6,4,3.6,3.2,4,3.6,3.6,3.2,3.2,3.2,3.2,3.2,3.2,2.8,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,3.2,2.8,3.2,3.2,3.6,3.6,2.8,2.8,3.2,2.8,2.8,3.2,2.8,2.8,3.2,3.6,3.6,8,9.6,24.4,25.2,24,24,23.2,23.6,23.6,23.2,11.6,10.4,10,8,4.8,4.8,4.4,4.8,4.8,4.8,4.8
1164050,3/23/17,259000-079225,KWH_DEL,,4.8,4.4,4.8,4.8,4.8,4.4,4.8,5.2,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.4,6,6.4,5.2,6,4.8,4.4,4.8,4.4,4.8,4,4.4,5.2,5.6,4,3.6,3.6,4,3.6,3.2,3.2,2.8,2.8,2.8,3.2,2.8,2.8,3.2,3.2,3.2,2.8,3.2,3.2,3.2,3.6,3.6,3.6,3.2,4,2.8,3.6,3.2,3.2,3.2,3.6,3.6,3.2,3.6,3.2,3.6,3.2,19.6,23.2,23.2,23.2,23.6,22.8,22.8,23.2,22.4,22.8,22.4,22.8,22.4,9.2,4.8,4.8,4.8,4.8,4.4,4.8,4.8
1164050,3/24/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,5.6,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,5.6,6.4,7.6,6.4,8,5.2,6.4,4.4,5.6,4.8,5.6,4.8,4.4,4.8,4,4,4,3.2,2.8,3.2,3.6,2.8,2.8,3.2,3.2,2.8,2.8,3.2,2.8,3.2,3.6,2.8,3.2,5.2,3.2,3.6,4,3.2,3.6,4,3.6,4,3.2,4,4,3.6,4,3.6,2.8,4,3.2,19.2,23.6,23.2,24,23.2,24,23.2,23.6,22.8,23.2,23.2,23.2,23.2,9.6,4.8,4.8,4.8,4.8,4.8,4.8,4.8
1164050,3/25/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,5.2,5.6,7.2,5.2,4,3.6,5.2,4.4,4,4.4,3.6,4.8,4,5.2,3.2,3.2,2.8,3.2,3.2,3.2,3.2,2.8,3.2,3.2,3.2,3.2,3.2,3.2,2.8,2.8,2.8,3.2,3.2,3.6,3.2,4,3.2,4,3.6,3.2,4,3.2,3.6,4,3.2,3.6,4,3.6,3.6,17.6,22.8,23.2,24,24.8,24.4,24,24,24,24.4,24.4,24,12.4,8.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
1164050,3/26/17,259000-079225,KWH_DEL,,4.8,4.8,4.4,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.4,4.4,3.2,4.8,5.6,3.6,4,3.6,3.6,4.4,4.4,4.4,4.8,3.2,3.6,3.2,3.2,3.2,3.2,3.2,2.8,2.8,3.2,2.8,3.2,3.2,3.2,3.2,3.6,3.6,3.6,3.6,4.8,3.6,4.8,4,4.4,4.4,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4,4,3.2,15.6,22,23.2,23.2,23.6,23.2,23.2,23.6,22.8,23.2,21.2,21.2,22,8.4,5.2,5.2,4.8,4.8,4.8,5.2,4.8
1164050,3/27/17,259000-079225,KWH_DEL,,4.8,4.8,5.2,4.8,5.2,5.2,4.8,4.8,5.2,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.4,5.6,6.4,4.4,3.6,4.8,4.8,4,4,3.6,4,4,4,3.6,4.4,3.2,3.2,2.8,3.2,3.2,2.8,3.2,3.2,2.8,3.2,2.8,3.6,2.8,3.2,2.8,3.2,3.6,3.6,3.2,3.6,3.2,4,3.2,4,3.2,4,3.6,3.2,3.2,2.8,3.6,3.6,3.6,3.6,23.6,35.6,36.4,36.4,36.4,36.8,36.4,37.2,36.4,36,12.4,9.6,8,6.4,4.8,4.8,4.8,4.8,4.8,4.8,4.4
1164050,3/28/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.4,6.4,6.4,4.8,4.4,4,5.2,4.4,4,4,3.6,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.6,3.2,3.2,3.2,3.6,3.2,3.6,3.6,5.2,4,4.4,4,4.8,3.6,4.4,4,4.4,3.6,4,4,3.2,4,2.8,4,4,4,3.6,3.6,3.6,5.2,4,22.4,34.8,35.2,36.4,36.4,36,36,36,35.6,36,12.4,10,10,7.6,4.8,4.8,4.8,4.8,4.8,4.8,4.8
1164050,3/29/17,259000-079225,KWH_DEL,,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.4,5.2,5.2,5.2,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4,3.2,3.2,2.8,3.2,2.8,2.8,3.2,3.2,2.8,2.4,3.6,3.6,4,3.6,3.2,3.2,4,3.2,4,2.8,4,3.2,4,4.4,3.6,5.2,3.6,5.6,3.6,4.8,4,5.2,4,5.2,4.8,5.2,5.2,6,6.4,5.2,4.4,4,4,5.2,4,3.6,6.4,4.4,8,18.8,23.6,23.6,23.2,22.4,22.8,22.4,22.4,22.4,10.8,9.6,9.6,7.6,4.8,4.8,4.4,4.8,4.4,4.8,4.8
1164050,3/30/17,259000-079225,KWH_DEL,,4.8,4.4,5.2,5.2,5.2,5.2,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.4,4.8,3.6,3.2,4,3.2,2.8,2.4,3.2,3.2,3.2,4,3.2,3.6,3.6,3.2,2.8,3.2,3.2,3.2,3.2,2.8,3.2,3.2,3.6,3.6,3.6,4,4.4,3.2,4.8,4,4.4,4.4,4,4.8,3.2,4.8,3.6,4,4,4,5.2,5.2,5.2,4.8,5.6,4.4,5.6,4.8,4.8,20.4,36.4,37.6,37.2,37.6,36.8,36.4,36.4,36,36,24.4,22.8,22.8,9.2,4.8,4.8,4.4,4.8,4.4,4.4,5.2
1164050,3/31/17,259000-079225,KWH_DEL,,4.4,4.8,4.4,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,5.2,5.2,5.6,4.8,4.8,4.8,4.4,4.8,4.4,4.4,4.8,4.4,4.4,4.8,4.8,5.2,6,7.6,5.2,4.4,4.4,4.8,4,4.8,4.4,4.4,4.4,4,4,4,3.6,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.6,3.6,3.2,3.6,2.8,3.6,3.2,3.2,3.2,4,2.8,3.6,2.8,3.6,3.6,3.2,3.2,3.2,3.2,3.6,2.8,3.6,3.6,3.2,13.2,22.8,24.4,24,23.2,23.2,22.8,23.2,22.8,22.4,23.2,23.2,22.8,8.8,4.4,4.8,4.4,4.4,4.8,4.8,4.4
